gender_M,gender_F,occupation_0,occupation_1,occupation_2,occupation_3,occupation_4,occupation_5,occupation_6,occupation_7,occupation_8,occupation_9,occupation_10,occupation_11,occupation_12,occupation_13,occupation_14,occupation_15,occupation_16,occupation_17,occupation_18,occupation_19,occupation_20,age_1,age_18,age_25,age_35,age_45,age_50,age_56,freq_Action,freq_Adventure,freq_Animation,freq_Children,freq_Comedy,freq_Crime,freq_Documentary,freq_Drama,freq_Fantasy,freq_Film-Noir,freq_Horror,freq_Musical,freq_Mystery,freq_Romance,freq_Sci-Fi,freq_Thriller,freq_War,freq_Western
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.03125,0.0625,0.0,0.03125,0.4375,0.0,0.0,0.65625,0.03125,0.0,0.0,0.09375,0.0,0.53125,0.03125,0.0,0.15625,0.03125
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.22115384615384615,0.0673076923076923,0.0,0.0,0.2403846153846154,0.08653846153846154,0.038461538461538464,0.5,0.009615384615384616,0.04807692307692308,0.038461538461538464,0.0,0.04807692307692308,0.08653846153846154,0.11538461538461539,0.17307692307692307,0.08653846153846154,0.019230769230769232
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.2463768115942029,0.14492753623188406,0.043478260869565216,0.043478260869565216,0.36231884057971014,0.014492753623188406,0.0,0.30434782608695654,0.028985507246376812,0.014492753623188406,0.2318840579710145,0.014492753623188406,0.014492753623188406,0.13043478260869565,0.14492753623188406,0.2028985507246377,0.057971014492753624,0.014492753623188406
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6666666666666666,0.8666666666666667,0.0,0.13333333333333333,0.23333333333333334,0.03333333333333333,0.0,0.13333333333333333,0.1,0.0,0.03333333333333333,0.0,0.06666666666666667,0.1,0.23333333333333334,0.26666666666666666,0.03333333333333333,0.06666666666666667
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23267326732673269,0.13861386138613863,0.027227722772277228,0.04455445544554455,0.4282178217821782,0.07920792079207921,0.017326732673267328,0.3341584158415842,0.03712871287128713,0.022277227722772276,0.06683168316831684,0.0297029702970297,0.03712871287128713,0.12871287128712872,0.1806930693069307,0.15346534653465346,0.039603960396039604,0.024752475247524754
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.15384615384615385,0.1282051282051282,0.05128205128205128,0.10256410256410256,0.3076923076923077,0.02564102564102564,0.0,0.20512820512820512,0.0,0.0,0.23076923076923078,0.07692307692307693,0.0,0.05128205128205128,0.2564102564102564,0.23076923076923078,0.02564102564102564,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06349206349206349,0.047619047619047616,0.047619047619047616,0.07936507936507936,0.5714285714285714,0.07142857142857142,0.007936507936507936,0.5079365079365079,0.015873015873015872,0.0,0.03968253968253968,0.023809523809523808,0.023809523809523808,0.1111111111111111,0.047619047619047616,0.10317460317460317,0.06349206349206349,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18666666666666668,0.06666666666666667,0.05333333333333334,0.02666666666666667,0.30666666666666664,0.02666666666666667,0.0,0.3466666666666667,0.013333333333333334,0.02666666666666667,0.10666666666666667,0.02666666666666667,0.02666666666666667,0.09333333333333334,0.16,0.26666666666666666,0.04,0.013333333333333334
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09523809523809523,0.0,0.0,0.0,0.19047619047619047,0.047619047619047616,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.14285714285714285,0.09523809523809523,0.047619047619047616
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.034482758620689655,0.0,0.10344827586206896,0.8275862068965517,0.06896551724137931,0.0,0.3793103448275862,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.034482758620689655
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.1388888888888889,0.0,0.1111111111111111,0.4444444444444444,0.05555555555555555,0.0,0.3055555555555556,0.2222222222222222,0.0,0.19444444444444445,0.0,0.0,0.1111111111111111,0.1388888888888889,0.08333333333333333,0.1111111111111111,0.05555555555555555
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.39473684210526316,0.15789473684210525,0.0,0.0,0.2631578947368421,0.0,0.05263157894736842,0.39473684210526316,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.10526315789473684,0.3684210526315789,0.05263157894736842,0.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.20430107526881722,0.1827956989247312,0.08602150537634409,0.10752688172043011,0.5806451612903226,0.053763440860215055,0.0,0.22580645161290322,0.043010752688172046,0.0,0.043010752688172046,0.053763440860215055,0.021505376344086023,0.12903225806451613,0.20430107526881722,0.053763440860215055,0.053763440860215055,0.021505376344086023
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07407407407407407,0.07407407407407407,0.0,0.0,0.07407407407407407,0.14814814814814814,0.0,0.37037037037037035,0.0,0.2962962962962963,0.1111111111111111,0.0,0.18518518518518517,0.14814814814814814,0.037037037037037035,0.2962962962962963,0.07407407407407407,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1864406779661017,0.15254237288135594,0.07627118644067797,0.09322033898305085,0.288135593220339,0.0847457627118644,0.01694915254237288,0.3305084745762712,0.11864406779661017,0.1440677966101695,0.025423728813559324,0.15254237288135594,0.07627118644067797,0.1440677966101695,0.16101694915254236,0.22033898305084745,0.1016949152542373,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2692307692307692,0.11538461538461539,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.5769230769230769,0.0,0.038461538461538464,0.15384615384615385,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.19230769230769232,0.07692307692307693
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.45051194539249145,0.18771331058020477,0.07508532423208192,0.09556313993174062,0.2150170648464164,0.10580204778156997,0.0034129692832764505,0.34812286689419797,0.06484641638225255,0.0034129692832764505,0.023890784982935155,0.034129692832764506,0.027303754266211604,0.14334470989761092,0.21843003412969283,0.24914675767918087,0.06825938566552901,0.027303754266211604
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.43352601156069365,0.16184971098265896,0.07514450867052024,0.08670520231213873,0.3699421965317919,0.08092485549132948,0.0,0.24277456647398843,0.023121387283236993,0.023121387283236993,0.06936416184971098,0.05202312138728324,0.07514450867052024,0.10982658959537572,0.1676300578034682,0.43352601156069365,0.023121387283236993,0.011560693641618497
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26666666666666666,0.15757575757575756,0.06666666666666667,0.05454545454545454,0.3515151515151515,0.04242424242424243,0.006060606060606061,0.3151515151515151,0.012121212121212121,0.01818181818181818,0.05454545454545454,0.030303030303030304,0.024242424242424242,0.07272727272727272,0.3393939393939394,0.21212121212121213,0.03636363636363636,0.006060606060606061
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.3456221198156682,0.17972350230414746,0.03225806451612903,0.055299539170506916,0.16129032258064516,0.06451612903225806,0.02304147465437788,0.37327188940092165,0.027649769585253458,0.018433179723502304,0.055299539170506916,0.03686635944700461,0.05069124423963134,0.10599078341013825,0.29493087557603687,0.12903225806451613,0.22580645161290322,0.08294930875576037
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23976608187134502,0.09064327485380116,0.038011695906432746,0.05847953216374269,0.4649122807017544,0.1023391812865497,0.005847953216374269,0.4064327485380117,0.03216374269005848,0.005847953216374269,0.014619883040935672,0.03216374269005848,0.05263157894736842,0.13450292397660818,0.05847953216374269,0.23391812865497075,0.05263157894736842,0.023391812865497075
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17164179104477612,0.1044776119402985,0.007462686567164179,0.029850746268656716,0.3208955223880597,0.03731343283582089,0.0,0.4925373134328358,0.022388059701492536,0.022388059701492536,0.04477611940298507,0.029850746268656716,0.04477611940298507,0.1791044776119403,0.12686567164179105,0.15671641791044777,0.15671641791044777,0.014925373134328358
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.125,0.14583333333333334,0.041666666666666664,0.0,0.2916666666666667,0.0625,0.0,0.4375,0.0,0.041666666666666664,0.08333333333333333,0.0,0.041666666666666664,0.08333333333333333,0.10416666666666667,0.14583333333333334,0.08333333333333333,0.020833333333333332
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23809523809523808,0.23809523809523808,0.0,0.047619047619047616,0.5714285714285714,0.047619047619047616,0.0,0.42857142857142855,0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.10344827586206896,0.0,0.0,0.0,0.1724137931034483,0.10344827586206896,0.06896551724137931,0.6551724137931034,0.0,0.034482758620689655,0.0,0.0,0.06896551724137931,0.10344827586206896,0.034482758620689655,0.2413793103448276,0.1724137931034483,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12650602409638553,0.030120481927710843,0.0,0.018072289156626505,0.29518072289156627,0.1144578313253012,0.06626506024096386,0.46987951807228917,0.024096385542168676,0.060240963855421686,0.030120481927710843,0.006024096385542169,0.10240963855421686,0.16265060240963855,0.05421686746987952,0.25903614457831325,0.08433734939759036,0.006024096385542169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.21568627450980393,0.10196078431372549,0.047058823529411764,0.058823529411764705,0.396078431372549,0.10196078431372549,0.03137254901960784,0.4549019607843137,0.023529411764705882,0.01568627450980392,0.0196078431372549,0.047058823529411764,0.047058823529411764,0.13333333333333333,0.10196078431372549,0.15294117647058825,0.08627450980392157,0.023529411764705882
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.06976744186046512,0.06976744186046512,0.13953488372093023,0.37209302325581395,0.6046511627906976,0.0,0.0,0.32558139534883723,0.06976744186046512,0.0,0.0,0.16279069767441862,0.0,0.4186046511627907,0.06976744186046512,0.046511627906976744,0.06976744186046512,0.023255813953488372
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.12903225806451613,0.0,0.4838709677419355,0.0,0.12903225806451613,0.06451612903225806,0.03225806451612903,0.0967741935483871,0.25806451612903225,0.12903225806451613,0.7741935483870968,0.0967741935483871,0.0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.10126582278481013,0.05063291139240506,0.06329113924050633,0.06329113924050633,0.34177215189873417,0.05063291139240506,0.012658227848101266,0.46835443037974683,0.0,0.0379746835443038,0.02531645569620253,0.012658227848101266,0.0379746835443038,0.13924050632911392,0.11392405063291139,0.189873417721519,0.10126582278481013,0.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2289855072463768,0.12173913043478261,0.07536231884057971,0.2,0.4782608695652174,0.06376811594202898,0.0,0.2753623188405797,0.05217391304347826,0.020289855072463767,0.020289855072463767,0.08115942028985507,0.02608695652173913,0.1391304347826087,0.12173913043478261,0.1391304347826087,0.06956521739130435,0.03188405797101449
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.17543859649122806,0.3333333333333333,0.10526315789473684,0.22807017543859648,0.38596491228070173,0.03508771929824561,0.0,0.15789473684210525,0.38596491228070173,0.0,0.22807017543859648,0.07017543859649122,0.017543859649122806,0.08771929824561403,0.17543859649122806,0.05263157894736842,0.017543859649122806,0.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7692307692307693,0.3076923076923077,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.23076923076923078,0.038461538461538464,0.0,0.07692307692307693,0.0,0.0,0.11538461538461539,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19607843137254902,0.1568627450980392,0.0784313725490196,0.21568627450980393,0.21568627450980393,0.09803921568627451,0.0,0.29411764705882354,0.0196078431372549,0.0784313725490196,0.0784313725490196,0.19607843137254902,0.13725490196078433,0.09803921568627451,0.37254901960784315,0.19607843137254902,0.058823529411764705,0.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5182926829268293,0.25,0.03048780487804878,0.06097560975609756,0.38414634146341464,0.042682926829268296,0.0,0.18292682926829268,0.042682926829268296,0.006097560975609756,0.07317073170731707,0.042682926829268296,0.012195121951219513,0.20121951219512196,0.21951219512195122,0.18292682926829268,0.06707317073170732,0.03048780487804878
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.055900621118012424,0.043478260869565216,0.08074534161490683,0.09316770186335403,0.40372670807453415,0.031055900621118012,0.0,0.5714285714285714,0.0,0.012422360248447204,0.006211180124223602,0.12422360248447205,0.043478260869565216,0.2546583850931677,0.055900621118012424,0.07453416149068323,0.055900621118012424,0.012422360248447204
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.05263157894736842,0.0,0.0,0.0,0.10526315789473684,0.02631578947368421,0.0,0.15789473684210525,0.0,0.0,0.9210526315789473,0.0,0.07894736842105263,0.05263157894736842,0.07894736842105263,0.2894736842105263,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13095238095238096,0.09523809523809523,0.08333333333333333,0.09523809523809523,0.42857142857142855,0.03571428571428571,0.0,0.32142857142857145,0.011904761904761904,0.03571428571428571,0.09523809523809523,0.07142857142857142,0.047619047619047616,0.11904761904761904,0.14285714285714285,0.16666666666666666,0.03571428571428571,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8709677419354839,0.20967741935483872,0.0,0.024193548387096774,0.25806451612903225,0.1935483870967742,0.0,0.16129032258064516,0.04032258064516129,0.008064516129032258,0.024193548387096774,0.008064516129032258,0.016129032258064516,0.12096774193548387,0.1774193548387097,0.3870967741935484,0.056451612903225805,0.024193548387096774
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.02127659574468085,0.0425531914893617,0.9361702127659575,0.06382978723404255,0.0,0.2553191489361702,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.2765957446808511,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.08333333333333333,0.0,0.041666666666666664,0.20833333333333334,0.125,0.0,0.625,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.2916666666666667,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.16,0.02,0.01,0.1,0.09,0.0,0.49,0.04,0.16,0.03,0.0,0.07,0.06,0.41,0.24,0.1,0.01
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07142857142857142,0.03571428571428571,0.17857142857142858,0.25,0.5,0.0,0.03571428571428571,0.21428571428571427,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.21428571428571427,0.10714285714285714,0.17857142857142858,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05555555555555555,0.022222222222222223,0.0,0.011111111111111112,0.13333333333333333,0.07777777777777778,0.0,0.9555555555555556,0.0,0.0,0.0,0.022222222222222223,0.011111111111111112,0.13333333333333333,0.011111111111111112,0.03333333333333333,0.16666666666666666,0.011111111111111112
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.13636363636363635,0.045454545454545456,0.0,0.015151515151515152,0.07575757575757576,0.22727272727272727,0.0,0.4393939393939394,0.0,0.2878787878787879,0.030303030303030304,0.015151515151515152,0.5151515151515151,0.10606060606060606,0.06060606060606061,0.4696969696969697,0.09090909090909091,0.015151515151515152
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.23529411764705882,0.08496732026143791,0.006535947712418301,0.032679738562091505,0.4444444444444444,0.1568627450980392,0.006535947712418301,0.5555555555555556,0.026143790849673203,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.032679738562091505,0.17647058823529413,0.06535947712418301,0.22875816993464052,0.058823529411764705,0.006535947712418301
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.13333333333333333,0.06666666666666667,0.0,0.022222222222222223,0.3111111111111111,0.06666666666666667,0.0,0.35555555555555557,0.0,0.0,0.15555555555555556,0.0,0.044444444444444446,0.044444444444444446,0.06666666666666667,0.35555555555555557,0.044444444444444446,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06896551724137931,0.0,0.06896551724137931,0.10344827586206896,0.896551724137931,0.034482758620689655,0.0,0.06896551724137931,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.09615384615384616,0.11538461538461539,0.4230769230769231,0.4230769230769231,0.5192307692307693,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.019230769230769232,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615385,0.07692307692307693,0.057692307692307696,0.038461538461538464,0.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7592592592592593,0.18518518518518517,0.018518518518518517,0.037037037037037035,0.12962962962962962,0.18518518518518517,0.0,0.37037037037037035,0.12962962962962962,0.0,0.05555555555555555,0.018518518518518517,0.0,0.1111111111111111,0.2222222222222222,0.12962962962962962,0.16666666666666666,0.037037037037037035
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.125,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.4791666666666667,0.020833333333333332,0.0,0.3958333333333333,0.0,0.0,0.0,0.0625,0.0625,0.9166666666666666,0.0,0.16666666666666666,0.041666666666666664,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.168,0.096,0.048,0.064,0.336,0.032,0.016,0.416,0.016,0.024,0.088,0.016,0.032,0.2,0.184,0.184,0.048,0.008
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8709677419354839,0.1935483870967742,0.0,0.0,0.16129032258064516,0.06451612903225806,0.0,0.2903225806451613,0.06451612903225806,0.0,0.0967741935483871,0.0,0.0,0.06451612903225806,0.25806451612903225,0.3548387096774194,0.22580645161290322,0.03225806451612903
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2522875816993464,0.10065359477124183,0.03790849673202614,0.06274509803921569,0.338562091503268,0.08627450980392157,0.018300653594771243,0.39869281045751637,0.02483660130718954,0.013071895424836602,0.054901960784313725,0.0392156862745098,0.032679738562091505,0.1111111111111111,0.11372549019607843,0.17647058823529413,0.06013071895424837,0.01437908496732026
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1891891891891892,0.05405405405405406,0.0,0.0,0.16216216216216217,0.13513513513513514,0.0,0.2972972972972973,0.0,0.08108108108108109,0.24324324324324326,0.08108108108108109,0.24324324324324326,0.2972972972972973,0.16216216216216217,0.35135135135135137,0.05405405405405406,0.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12195121951219512,0.0,0.0975609756097561,0.14634146341463414,0.6585365853658537,0.07317073170731707,0.0,0.34146341463414637,0.0,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.24390243902439024,0.04878048780487805,0.14634146341463414,0.024390243902439025,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.36363636363636365,0.09090909090909091,0.0,0.0,0.4090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.0,0.0,0.13636363636363635,0.0,0.045454545454545456,0.18181818181818182,0.0,0.18181818181818182,0.045454545454545456,0.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.019230769230769232,0.2692307692307692,0.0,0.0,0.36538461538461536,0.11538461538461539,0.019230769230769232,0.1346153846153846,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.17307692307692307,0.19230769230769232,0.019230769230769232,0.019230769230769232
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.3275488069414317,0.12581344902386118,0.052060737527114966,0.049891540130151846,0.42950108459869846,0.10412147505422993,0.03470715835140998,0.2754880694143167,0.02386117136659436,0.013015184381778741,0.052060737527114966,0.08893709327548807,0.03253796095444685,0.09978308026030369,0.13665943600867678,0.21475054229934923,0.04121475054229935,0.008676789587852495
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.32142857142857145,0.16071428571428573,0.017857142857142856,0.017857142857142856,0.45535714285714285,0.17857142857142858,0.0,0.44642857142857145,0.017857142857142856,0.026785714285714284,0.017857142857142856,0.017857142857142856,0.044642857142857144,0.26785714285714285,0.07142857142857142,0.17857142857142858,0.10714285714285714,0.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25060240963855424,0.21445783132530122,0.09879518072289156,0.15180722891566265,0.36626506024096384,0.08433734939759036,0.0,0.2289156626506024,0.08433734939759036,0.03132530120481928,0.05542168674698795,0.13975903614457832,0.02650602409638554,0.10602409638554217,0.1493975903614458,0.13734939759036144,0.10120481927710843,0.05060240963855422
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08844765342960288,0.06498194945848375,0.032490974729241874,0.06498194945848375,0.4981949458483754,0.05956678700361011,0.0,0.4404332129963899,0.023465703971119134,0.005415162454873646,0.06678700361010831,0.05776173285198556,0.018050541516245487,0.24007220216606498,0.08844765342960288,0.11191335740072202,0.03790613718411552,0.01444043321299639
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0851063829787234,0.06382978723404255,0.0851063829787234,0.1276595744680851,0.8085106382978723,0.02127659574468085,0.0,0.2765957446808511,0.02127659574468085,0.0,0.02127659574468085,0.0425531914893617,0.0,0.10638297872340426,0.02127659574468085,0.0851063829787234,0.02127659574468085,0.06382978723404255
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.35353535353535354,0.2222222222222222,0.020202020202020204,0.020202020202020204,0.23232323232323232,0.020202020202020204,0.010101010101010102,0.26262626262626265,0.030303030303030304,0.020202020202020204,0.15151515151515152,0.030303030303030304,0.020202020202020204,0.050505050505050504,0.6060606060606061,0.2828282828282828,0.08080808080808081,0.010101010101010102
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15,0.125,0.025,0.025,0.225,0.0,0.0,0.65,0.0,0.0,0.0,0.025,0.0,0.125,0.1,0.075,0.1,0.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.24522292993630573,0.12420382165605096,0.01592356687898089,0.03184713375796178,0.410828025477707,0.06369426751592357,0.0031847133757961785,0.47770700636942676,0.03821656050955414,0.012738853503184714,0.041401273885350316,0.050955414012738856,0.05732484076433121,0.10191082802547771,0.16878980891719744,0.1464968152866242,0.06687898089171974,0.012738853503184714
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18627450980392157,0.17973856209150327,0.05228758169934641,0.10784313725490197,0.4803921568627451,0.06862745098039216,0.0196078431372549,0.32679738562091504,0.07516339869281045,0.026143790849673203,0.026143790849673203,0.09803921568627451,0.07516339869281045,0.1437908496732026,0.18627450980392157,0.12418300653594772,0.09803921568627451,0.00980392156862745
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1553398058252427,0.06796116504854369,0.02912621359223301,0.02912621359223301,0.25728155339805825,0.08737864077669903,0.0048543689320388345,0.35436893203883496,0.009708737864077669,0.0048543689320388345,0.3106796116504854,0.019417475728155338,0.038834951456310676,0.08737864077669903,0.11650485436893204,0.21359223300970873,0.03398058252427184,0.014563106796116505
